Recipient_ID,Gender,age,income,Credit_Score,Education_Level,Region,Telephone_No
1005490,Male,25-34,2880,627,2,North,4183623663
1005491,Female,25-34,13980,659,3,south,4942914395
1005492,Joint,35-44,9480,671,2,south,6040381080
1005493,Female,25-34,3180,821,3,North,5429961140
1005494,Sex Not Available,45-54,2220,535,2,south,4799971231
1005495,Joint,55-64,7440,674,1,North,8542719999
1005496,Male,65-74,1980,600,2,North,8565261564
1005497,Male,45-54,7800,526,2,south,9686389226
1005498,Female,55-64,2640,534,3,North,4934342438
1005499,Male,25-34,5220,768,2,south,5891064870
1005500,Male,35-44,6120,781,1,North,2540444847
1005501,Female,35-44,8400,551,1,south,8714054238
1005502,Sex Not Available,45-54,9900,865,2,south,4546387059
1005503,Joint,55-64,9480,531,3,North,6306203263
1005504,Joint,55-64,10140,608,3,North,4225601141
1005505,Male,35-44,6300,873,1,North,1616617093
1005506,Sex Not Available,45-54,4500,589,2,south,1894067801
1005507,Sex Not Available,65-74,6720,735,2,south,1326608922
1005508,Male,45-54,5700,534,3,central,4169778391
1005509,Female,35-44,5520,782,1,North,8544937945
1005510,Male,45-54,3840,691,2,North,9299551785
1005511,Male,55-64,6420,768,2,North,2033049680
1005512,Joint,65-74,2940,638,3,North,4186898478
1005513,Male,45-54,2520,603,1,North-East,7928448404
1005514,Joint,45-54,6600,524,1,south,5539036284
1005515,Joint,55-64,7380,673,3,North,3606777356
1005516,Male,25-34,4200,640,3,south,3260452557
1005517,Joint,35-44,5220,690,3,North,3650907154
1005518,Male,45-54,2280,513,2,south,9134577167
1005519,Joint,55-64,5760,861,2,North,4590139668
1005520,Female,45-54,5520,708,3,North,2593918008
1005521,Female,35-44,3720,684,1,North,9613243956
1005522,Sex Not Available,45-54,3180,670,1,south,1039482036
1005523,Joint,35-44,6180,720,1,North,6072003677
1005524,Joint,55-64,4800,762,3,North,3791966909
1005525,Joint,55-64,11040,840,2,North,1033944884
1005526,Female,25-34,3000,584,2,North,6731138730
1005527,Female,45-54,4140,501,3,North,1574751781
1005528,Female,25-34,2040,568,2,North,1565104356
1005529,Sex Not Available,45-54,11880,524,2,south,9886284310
1005530,Sex Not Available,55-64,6180,568,3,south,9143712482
1005531,Female,55-64,7080,866,1,south,7483120105
1005532,Sex Not Available,35-44,7620,607,1,North,8354884605
1005533,Male,45-54,,849,1,North-East,5832608584
1005534,Joint,55-64,17880,785,2,south,6918449073
1005535,Joint,45-54,6180,501,1,North,6764762564
1005536,Female,45-54,9660,714,3,North,7963502374
1005537,Male,35-44,5100,855,3,North,6265905795
1005538,Male,65-74,3480,642,2,North,4127756368
1005539,Joint,65-74,9600,731,1,North,7901049264
1005540,Male,25-34,11100,618,1,North,6401545624
1005541,Male,45-54,30240,661,2,North,4165047685
1005542,Joint,65-74,4680,582,1,North,3713837857
1005543,Joint,45-54,17940,836,2,central,3759667962
1005544,Male,55-64,3660,829,1,North,2664380463
1005545,Female,55-64,4800,626,2,south,8000236997
1005546,Joint,<25,2520,572,1,North,8558562739
1005547,Joint,35-44,16800,638,1,south,4780481978
1005548,Sex Not Available,35-44,15600,680,1,south,2722059596
1005549,Male,55-64,3960,706,1,North,6199624830
1005550,Male,55-64,4860,617,2,North,4469256640
1005551,Joint,35-44,9600,596,3,North,5728670266
1005552,Female,>74,4980,708,1,North,7839215450
1005553,Male,65-74,3600,830,3,North,9035670189
1005554,Sex Not Available,55-64,1020,613,3,south,6226181957
1005555,Sex Not Available,35-44,,865,2,south,5297938893
1005556,Female,55-64,4980,754,3,North-East,6614550472
1005557,Female,55-64,3180,601,3,North,6375941690
1005558,Female,55-64,9780,700,3,south,4668305347
1005559,Sex Not Available,55-64,7140,532,1,south,2690576625
1005560,Male,25-34,4980,717,3,North,2457293977
1005561,Joint,35-44,21720,554,1,south,3554939386
1005562,Female,35-44,4500,702,3,south,5972157045
1005563,Joint,>74,1020,698,2,North,1634343790
1005564,Male,45-54,6360,543,2,North,5513107396
1005565,Male,35-44,5400,838,2,south,3712710899
1005566,Male,35-44,6840,636,3,North,6551496171
1005567,Male,45-54,7620,520,2,south,6093264617
1005568,Joint,45-54,3120,800,1,North,6729135081
1005569,Joint,35-44,10380,511,2,North,1456168993
1005570,Sex Not Available,55-64,3540,890,2,south,8667827463
1005571,Female,45-54,6300,738,1,south,5664310580
1005572,Sex Not Available,35-44,9780,614,1,south,5070562491
1005573,Male,45-54,5040,547,1,North,9396588149
1005574,Female,55-64,25800,700,3,North,1525241318
1005575,Sex Not Available,55-64,2880,628,2,south,4630603153
1005576,Female,55-64,1500,501,3,North,1897231787
1005577,Joint,45-54,5280,649,2,central,3517589448
1005578,Sex Not Available,35-44,5100,823,1,south,1011410623
1005579,Male,45-54,12900,541,3,North,2837005723
1005580,Female,55-64,7320,868,3,south,7795818835
1005581,Joint,55-64,14940,594,3,south,8858278495
1005582,Joint,55-64,8460,653,1,North,7609441048
1005583,Male,35-44,6540,869,3,North,1448758876
1005584,Male,55-64,3000,805,2,south,3583720605
1005585,Sex Not Available,55-64,4140,880,3,south,5109913444
1005586,Female,35-44,4620,900,2,south,6236814043
1005587,Joint,55-64,4860,784,2,south,5907466004
1005588,Joint,35-44,9360,589,1,North,1070325058
1005589,Male,35-44,34860,684,2,central,9766973720
1005590,Joint,25-34,4980,883,1,south,9316517328
1005591,Female,65-74,3720,587,3,North,1098725397
1005592,Joint,45-54,4500,747,2,North,2404981746
1005593,Male,25-34,8400,840,2,North,4159250459
1005594,Sex Not Available,45-54,8040,657,1,south,7244217210
1005595,Female,65-74,1680,500,2,North,1148943660
1005596,Joint,35-44,13200,779,3,south,1948948326
1005597,Male,65-74,5640,748,1,south,9404730285
1005598,Joint,45-54,4560,845,2,North,4183426259
1005599,Female,25-34,4860,892,1,North,1591373427
1005600,Joint,55-64,10620,782,2,south,7105573909
1005601,Female,65-74,1980,899,3,North,7008603583
1005602,Sex Not Available,45-54,6780,683,2,south,7472962819
1005603,Male,65-74,3000,542,2,central,4090245713
1005604,Female,65-74,4320,509,2,south,8761667010
1005605,Female,45-54,16320,773,3,North,1906316991
1005606,Sex Not Available,55-64,15060,710,3,south,2270276905
1005607,Sex Not Available,>74,2640,687,2,south,6072494156
1005608,Male,65-74,0,517,1,North,8317075528
1005609,Joint,35-44,8100,654,2,North,8460985902
1005610,Female,25-34,,506,1,south,4716044654
1005611,Joint,25-34,5160,588,1,North,1652812673
1005612,Joint,55-64,6540,818,2,North,5097999705
1005613,Joint,45-54,18000,697,1,North,7674518246
1005614,Sex Not Available,25-34,,828,3,south,3429179131
1005615,Joint,55-64,4440,884,2,central,2680601956
1005616,Male,45-54,14580,501,2,North,5409108394
1005617,Male,65-74,2760,547,1,North,7910679888
1005618,Sex Not Available,65-74,5340,693,1,south,5168627745
1005619,Sex Not Available,25-34,7620,813,1,south,3035334487
1005620,Sex Not Available,55-64,4020,716,1,south,8155526377
1005621,Male,55-64,9600,884,2,south,8267494646
1005622,Sex Not Available,55-64,12180,703,1,south,1384489668
1005623,Male,45-54,3660,859,2,North,5973036377
1005624,Joint,55-64,13620,506,1,North,9317183450
1005625,Sex Not Available,35-44,6720,543,3,south,1194627847
1005626,Joint,>74,,590,1,North,8983200847
1005627,Sex Not Available,25-34,8700,669,1,south,9516887410
1005628,Female,55-64,9060,707,2,North,9914084755
1005629,Joint,45-54,,584,3,North,2524825290
1005630,Male,35-44,6360,793,1,North,5381429890
1005631,Sex Not Available,55-64,14280,895,1,south,9462081839
1005632,Sex Not Available,55-64,9060,683,3,south,7737759959
1005633,Male,<25,3960,532,3,North,5396094274
1005634,Male,35-44,3120,506,2,central,1002136972
1005635,Joint,55-64,15060,868,1,North,5166632163
1005636,Female,45-54,3240,835,2,North,4155842251
1005637,Sex Not Available,35-44,6660,728,2,south,2623246035
1005638,Female,55-64,1620,848,1,south,9203916977
1005639,Male,35-44,6780,829,1,North,3896802941
1005640,Joint,45-54,7920,844,2,North,6587060562
1005641,Sex Not Available,35-44,6240,844,2,south,9095466980
1005642,Female,35-44,5160,871,3,North,5753569720
1005643,Joint,65-74,4740,794,3,North,1478180216
1005644,Sex Not Available,>74,,699,1,south,4531355354
1005645,Sex Not Available,35-44,12420,667,2,south,2904578951
1005646,Female,45-54,6420,739,3,North,7947710713
1005647,Male,35-44,6420,750,1,North,2901177266
1005648,Joint,45-54,0,871,2,North,5766902062
1005649,Joint,35-44,7380,758,1,North,5096787577
1005650,Sex Not Available,45-54,20820,530,2,south,8177523967
1005651,Joint,65-74,9480,771,1,south,8108995432
1005652,Female,55-64,5340,752,2,North-East,8257651200
1005653,Male,55-64,13920,596,2,south,5030652243
1005654,Sex Not Available,35-44,8100,820,3,south,8572312257
1005655,Sex Not Available,45-54,11280,787,1,south,7517726601
1005656,Male,25-34,1740,889,1,south,9952651810
1005657,Male,35-44,6060,879,1,south,8063685593
1005658,Male,55-64,3060,630,3,North,8181023955
1005659,Joint,45-54,15840,655,3,south,5355426593
1005660,Sex Not Available,45-54,8340,690,1,south,1332471596
1005661,Sex Not Available,45-54,3360,515,2,south,1261340585
1005662,Female,25-34,5400,747,2,North,8521834089
1005663,Female,55-64,5160,560,3,North,4829114749
1005664,Sex Not Available,35-44,,565,2,south,3108952851
1005665,Sex Not Available,>74,7440,518,1,south,1454083430
1005666,Sex Not Available,45-54,4260,529,2,south,3539054239
1005667,Sex Not Available,>74,6660,870,3,south,4845433666
1005668,Sex Not Available,45-54,7440,627,1,south,4587212389
1005669,Sex Not Available,25-34,3120,690,1,south,6531199834
1005670,Female,35-44,9840,772,3,North,3712866781
1005671,Joint,25-34,6060,731,2,North,8522923073
1005672,Joint,45-54,3120,539,2,North,2762573068
1005673,Female,35-44,6000,829,1,North,9466534384
1005674,Female,45-54,3360,575,1,North,9398649876
1005675,Sex Not Available,55-64,3420,662,1,south,4660766830
1005676,Joint,25-34,,691,1,North,8256071332
1005677,Male,35-44,5400,840,1,south,2198014405
1005678,Sex Not Available,35-44,16080,595,2,south,4707228939
1005679,Male,55-64,1800,829,1,North,4415810880
1005680,Sex Not Available,45-54,2400,848,3,south,2396247268
1005681,Male,>74,5700,513,3,North,2459727993
1005682,Male,35-44,8340,839,1,south,5566328548
1005683,Joint,35-44,9660,781,1,south,2074626579
1005684,Male,55-64,5640,874,1,south,9588189311
1005685,Male,55-64,5700,768,2,south,4204500550
1005686,Male,35-44,4800,857,1,North,8071690269
1005687,Joint,35-44,8820,799,3,North,2991453035
1005688,Sex Not Available,25-34,8220,584,1,south,2346256444
1005689,Sex Not Available,35-44,4200,718,3,central,4220844326
1005690,Sex Not Available,45-54,1920,729,2,south,2085540813
1005691,Female,35-44,4920,571,2,North,3784962319
1005692,Joint,45-54,5760,732,1,North,2921975874
1005693,Joint,25-34,7500,568,1,North,5461282479
1005694,Joint,55-64,3120,562,3,North,6838785990
1005695,Female,55-64,2340,617,2,North,7420985646
1005696,Sex Not Available,55-64,3180,629,3,south,6211223541
1005697,Female,45-54,3660,883,1,North,1075832040
1005698,Male,35-44,13860,766,3,North,3184526075
1005699,Sex Not Available,45-54,1980,616,1,south,7343854517
1005700,Sex Not Available,55-64,0,889,1,south,3058142020
1005701,Joint,55-64,6180,728,2,North,8544031016
1005702,Joint,25-34,7380,615,1,North,4137616017
1005703,Sex Not Available,65-74,5640,676,2,south,6374742820
1005704,Sex Not Available,35-44,5160,726,3,south,7486943309
1005705,Female,35-44,4500,810,3,North,8370125540
1005706,Sex Not Available,<25,2520,892,2,south,8594494354
1005707,Male,45-54,5940,846,1,North,4858483986
1005708,Female,55-64,2880,546,2,central,4725935937
1005709,Female,25-34,2880,778,3,North,4614517939
1005710,Sex Not Available,45-54,9240,559,3,south,8463796053
1005711,Joint,65-74,8880,747,2,North,4989425902
1005712,Joint,45-54,13680,769,1,south,7782153913
1005713,Joint,65-74,,816,3,North,3785029487
1005714,Female,55-64,3600,729,2,North,2436707223
1005715,Female,25-34,6000,848,1,south,1356737095
1005716,Male,55-64,5400,886,2,North,8447261341
1005717,Male,25-34,5400,879,3,south,7794661692
1005718,Sex Not Available,55-64,0,687,1,south,9182517942
1005719,Female,55-64,3900,755,1,south,2446712170
1005720,Male,55-64,4080,836,3,North,9302918413
1005721,Male,35-44,7860,783,3,North,9298559532
1005722,Female,45-54,5940,696,2,North,7116018790
1005723,Sex Not Available,65-74,,871,3,south,3422239107
1005724,Joint,35-44,8340,518,2,North,6437654051
1005725,Sex Not Available,>74,3120,826,3,south,3976746006
1005726,Sex Not Available,55-64,,758,2,south,7369423964
1005727,Sex Not Available,35-44,6120,567,2,south,2554503041
1005728,Joint,45-54,13560,858,3,south,2731592378
1005729,Sex Not Available,65-74,2400,519,2,south,6693449084
1005730,Female,55-64,3240,522,2,North,9014415532
1005731,Sex Not Available,35-44,,879,1,south,8652455763
1005732,Sex Not Available,65-74,2220,718,1,south,9172631956
1005733,Sex Not Available,35-44,15000,823,1,south,5919828499
1005734,Male,65-74,8820,877,1,North,7682622373
1005735,Female,55-64,7020,715,3,south,5662608607
1005736,Sex Not Available,>74,6060,595,2,south,1632348282
1005737,Female,55-64,6300,573,3,North,5843930269
1005738,Male,>74,4260,690,1,North,3064742662
1005739,Male,55-64,5880,603,3,North,8813802645
1005740,Joint,25-34,10980,578,2,south,9118473009
1005741,Joint,35-44,6540,749,1,central,3399148374
1005742,Sex Not Available,35-44,5520,867,3,south,9810301244
1005743,Female,55-64,2340,844,2,North,1763471778
1005744,Joint,55-64,19680,899,3,south,7696789363
1005745,Male,55-64,3420,710,2,North,2680917238
1005746,Sex Not Available,35-44,8100,871,2,south,3104481742
1005747,Sex Not Available,55-64,8340,861,2,south,3568252605
1005748,Sex Not Available,55-64,1740,864,3,south,3430296452
1005749,Male,55-64,,748,3,central,1275824619
1005750,Male,55-64,2520,847,2,North,8419961534
1005751,Male,55-64,6300,684,2,North,1862527725
1005752,Male,55-64,9960,663,2,North,8817983997
1005753,Sex Not Available,35-44,3900,515,1,south,7147825665
1005754,Male,55-64,2580,869,3,North,9666564503
1005755,Female,25-34,9840,803,3,south,8198944194
1005756,Female,45-54,7920,837,1,south,3772951632
1005757,Joint,45-54,12120,505,2,North,6783354774
1005758,Joint,45-54,8220,541,3,North,7639512938
1005759,Male,45-54,5640,668,3,North,5942216465
1005760,Joint,45-54,,530,2,North,5120542722
1005761,Sex Not Available,35-44,7860,727,2,south,1693923956
1005762,Male,65-74,6540,849,1,North,2561223528
1005763,Male,35-44,4440,737,2,south,9178605898
1005764,Joint,45-54,3540,712,2,central,7896233430
1005765,Joint,>74,7320,603,2,south,5845676208
1005766,Male,65-74,,833,1,central,7742838038
1005767,Sex Not Available,35-44,4620,618,3,south,3295975005
1005768,Male,45-54,10860,661,1,south,3030926480
1005769,Joint,25-34,6720,608,2,North,3496556732
1005770,Male,25-34,2820,568,3,North,7191198462
1005771,Joint,25-34,8040,583,1,south,7408345100
1005772,Male,>74,2880,609,1,North,6040268405
1005773,Sex Not Available,55-64,4980,820,1,south,5200809178
1005774,Sex Not Available,25-34,9660,775,3,south,6723797118
1005775,Joint,35-44,19500,650,2,south,1156276564
1005776,Male,55-64,3780,549,3,south,9691427434
1005777,Sex Not Available,>74,,614,3,south,1523586486
1005778,Joint,>74,2160,512,3,North,8731331992
1005779,Joint,45-54,8040,670,2,North,5971527478
1005780,Sex Not Available,>74,,558,1,south,7456630727
1005781,Female,35-44,6840,828,1,North,2918017970
1005782,Female,35-44,8640,884,3,North,3195881432
1005783,Sex Not Available,35-44,6660,539,1,south,9844036714
1005784,Male,35-44,3480,590,1,North,6368475938
1005785,Joint,65-74,4260,791,2,central,7989678628
1005786,Joint,55-64,10140,810,2,south,2416585430
1005787,Female,35-44,4020,857,3,North,4570600536
1005788,Female,55-64,7500,608,2,North,5567875885
1005789,Joint,45-54,,507,3,North,5534057920
1005790,Joint,>74,6960,611,3,central,5365275636
1005791,Joint,65-74,7320,501,1,North,3111693766
1005792,Sex Not Available,55-64,4080,878,3,south,9478928807
1005793,Male,55-64,5400,752,1,North,4371727132
1005794,Female,65-74,3780,801,2,south,2259954195
1005795,Female,>74,6720,896,3,North,9055408049
1005796,Joint,35-44,6480,644,2,North,3847865920
1005797,Male,45-54,10080,585,3,North,1161419405
1005798,Male,25-34,30120,871,3,North,2448802934
1005799,Joint,25-34,2460,874,1,south,8184063910
1005800,Sex Not Available,45-54,,758,1,south,1233723338
1005801,Female,45-54,10140,826,1,North,5217400549
1005802,Joint,45-54,8160,542,3,central,8137572483
1005803,Joint,55-64,4920,876,3,North,7610191737
1005804,Female,55-64,3780,716,2,North,3667804865
1005805,Male,55-64,4080,897,2,North,5926261325
1005806,Male,45-54,2280,726,3,North,8356217959
1005807,Female,55-64,6300,778,1,North,8363100142
1005808,Male,35-44,3480,819,1,North,7150290486
1005809,Male,65-74,6960,692,3,south,5367059475
1005810,Male,35-44,2820,543,3,south,5288801596
1005811,Sex Not Available,55-64,6120,876,3,south,2533096336
1005812,Male,35-44,4440,881,2,south,3559170202
1005813,Male,35-44,9420,564,1,North,1209303717
1005814,Joint,25-34,,655,3,central,8533494537
1005815,Joint,45-54,,554,2,North,8007674185
1005816,Male,25-34,7200,645,2,North,2527090486
1005817,Male,35-44,9120,645,3,south,5775117002
1005818,Joint,35-44,6600,775,2,south,5991384724
1005819,Sex Not Available,>74,1920,737,3,south,2877746039
1005820,Male,45-54,3120,625,1,North,4970991011
1005821,Joint,>74,9840,517,1,south,6316976172
1005822,Male,25-34,4020,777,2,North,7585602436
1005823,Male,55-64,1620,533,1,south,8679048592
1005824,Male,45-54,8460,510,1,North,6768813840
1005825,Joint,35-44,4440,857,2,south,1854128493
1005826,Sex Not Available,35-44,15420,595,2,south,9375177353
1005827,Joint,25-34,15000,714,1,central,9392630700
1005828,Female,55-64,5820,774,1,North,4892273988
1005829,Male,55-64,8820,787,1,North,6304787885
1005830,Male,55-64,3720,699,2,south,1705677071
1005831,Sex Not Available,>74,3720,546,2,south,3840108433
1005832,Sex Not Available,>74,5280,664,3,south,3184439524
1005833,Male,55-64,5160,551,2,North,5255070692
1005834,Joint,65-74,5820,782,1,south,9311199149
1005835,Sex Not Available,45-54,7500,730,2,south,7777251342
1005836,Male,55-64,22740,687,3,North,5773105862
1005837,Sex Not Available,45-54,10800,845,3,south,9113691429
1005838,Male,35-44,3960,634,3,south,3503794445
1005839,Joint,25-34,12300,566,1,North,1641406125
1005840,Male,55-64,7740,548,2,North,3896194129
1005841,Sex Not Available,55-64,,583,3,south,2040449235
1005842,Sex Not Available,45-54,7320,758,2,south,6397509801
1005843,Male,25-34,4020,811,3,North,3594800258
1005844,Female,45-54,5220,651,3,North,3495088654
1005845,Female,65-74,5400,822,1,North,5177028145
1005846,Sex Not Available,55-64,7320,510,3,south,7853983768
1005847,Male,25-34,4200,680,2,North,7092331027
1005848,Joint,55-64,6660,561,1,central,5314862707
1005849,Joint,35-44,9720,553,3,North,7736382454
1005850,Joint,25-34,7680,891,2,south,9534817648
1005851,Female,55-64,2460,530,2,North,3545141115
1005852,Male,55-64,0,676,1,North,3013580459
1005853,Sex Not Available,35-44,2160,664,2,south,2071584450
1005854,Sex Not Available,55-64,5040,636,3,south,3460595554
1005855,Male,<25,5700,806,1,North,1793414222
1005856,Sex Not Available,55-64,51120,538,2,south,7431438004
1005857,Joint,55-64,2760,673,1,North,9848634207
1005858,Sex Not Available,45-54,5400,519,3,south,1925302536
1005859,Sex Not Available,45-54,,672,1,south,6766450934
1005860,Male,65-74,3360,807,2,North,3859478221
1005861,Joint,65-74,2040,729,1,North,4648191745
1005862,Female,55-64,1800,839,1,central,3360999328
1005863,Female,45-54,6840,819,1,south,4879001550
1005864,Female,55-64,7020,825,3,North,9009083359
1005865,Joint,55-64,15120,864,1,North,2333440266
1005866,Joint,65-74,6840,802,3,North,1525898732
1005867,Female,65-74,3000,680,3,North,9076601943
1005868,Sex Not Available,55-64,10800,649,1,south,4072582738
1005869,Male,65-74,7800,843,1,North,6403304256
1005870,Joint,35-44,5760,513,3,south,6573185957
1005871,Sex Not Available,45-54,10380,582,1,south,7086980543
1005872,Joint,55-64,4140,810,1,central,9971748279
1005873,Sex Not Available,35-44,3540,598,1,south,5065523564
1005874,Male,35-44,7380,794,2,North,6132687834
1005875,Sex Not Available,25-34,2280,715,2,south,3181083542
1005876,Sex Not Available,65-74,,670,2,south,6927528760
1005877,Sex Not Available,55-64,2040,759,3,south,2954507207
1005878,Sex Not Available,55-64,12600,776,2,south,4866285777
1005879,Male,35-44,11640,556,2,North,9514143852
1005880,Sex Not Available,45-54,4620,893,3,south,2995657872
1005881,Joint,55-64,6600,802,1,North,9532164782
1005882,Male,35-44,7200,549,3,North,1792544440
1005883,Male,55-64,2700,813,1,south,2362453865
1005884,Sex Not Available,<25,4680,808,2,south,8675258213
1005885,Male,45-54,,838,3,North,4507243519
1005886,Male,55-64,0,729,1,North,5772982855
1005887,Male,45-54,16200,761,2,south,5141081008
1005888,Male,35-44,11820,719,2,south,3585186904
1005889,Male,65-74,1320,684,2,North-East,8987189171
1005890,Female,55-64,,750,3,central,4152850552
1005891,Joint,25-34,9720,759,1,south,5347991724
1005892,Joint,45-54,4680,665,3,North,6512552242
1005893,Male,25-34,4020,781,2,North,1921527514
1005894,Joint,45-54,10020,620,2,North,5133289260
1005895,Male,35-44,9420,633,1,North,9995769246
1005896,Male,45-54,4680,591,3,south,4454529779
1005897,Sex Not Available,25-34,1680,658,1,south,8317748218
1005898,Joint,55-64,4740,722,2,North,6871413804
1005899,Female,45-54,2220,685,2,North,3940410490
1005900,Female,35-44,2880,517,1,south,5975941570
1005901,Sex Not Available,35-44,4380,514,1,south,3170241168
1005902,Female,45-54,7860,714,2,North,9189354378
1005903,Joint,45-54,7320,754,3,south,6650651573
1005904,Sex Not Available,45-54,8580,609,1,south,6589040017
1005905,Sex Not Available,45-54,2460,754,1,south,6760127409
1005906,Female,45-54,5760,748,2,North,2167588382
1005907,Joint,25-34,4920,826,3,south,5006120526
1005908,Sex Not Available,55-64,4740,878,3,south,1921170677
1005909,Male,25-34,4740,807,1,North,5619612008
1005910,Male,55-64,2820,555,1,North,1457229379
1005911,Sex Not Available,45-54,7380,649,2,south,3781361353
1005912,Sex Not Available,35-44,2280,884,2,south,4593022462
1005913,Sex Not Available,45-54,11400,602,3,south,7552521882
1005914,Joint,45-54,9600,809,3,North,4396931427
1005915,Joint,45-54,4140,835,1,North,4058916369
1005916,Male,25-34,4020,797,3,North,6527283848
1005917,Joint,45-54,5580,795,3,south,9937853415
1005918,Female,65-74,4560,861,1,North,6160615988
1005919,Male,65-74,900,565,3,North,9183849957
1005920,Male,35-44,5340,772,2,North,4030512810
1005921,Female,25-34,6060,708,3,North,7424845477
1005922,Male,<25,2820,546,1,central,6266547153
1005923,Joint,45-54,3660,521,2,North,2908470797
1005924,Joint,35-44,9120,883,2,North,5391549458
1005925,Joint,35-44,11820,566,1,south,1060725132
1005926,Male,65-74,3300,809,2,North,3748791304
1005927,Male,65-74,5580,651,3,North,2393303967
1005928,Sex Not Available,45-54,2220,846,2,south,9370065763
1005929,Female,55-64,5400,783,1,North,2352687033
1005930,Male,35-44,7920,827,1,North,3694687148
1005931,Male,35-44,4080,584,1,North,3193752367
1005932,Female,45-54,4080,779,3,North,3194895601
1005933,Sex Not Available,45-54,10500,802,2,south,1694639495
1005934,Joint,45-54,12300,839,2,south,1273522492
1005935,Male,35-44,4800,612,3,North,9530371696
1005936,Joint,35-44,8700,720,3,North,7111433197
1005937,Joint,65-74,7740,789,1,North,7237640368
1005938,Male,45-54,9420,530,1,south,2276784473
1005939,Joint,35-44,,898,2,south,6793973145
1005940,Female,25-34,4200,543,3,central,5112273542
1005941,Male,25-34,4320,549,2,North,8661203127
1005942,Sex Not Available,25-34,,850,1,south,6186849020
1005943,Sex Not Available,>74,5460,735,3,south,7891942027
1005944,Male,45-54,10800,651,3,south,3952724929
1005945,Male,45-54,11040,666,1,North,8590557478
1005946,Joint,55-64,4380,671,2,North,1982855260
1005947,Joint,55-64,7800,563,3,North,1808519774
1005948,Male,25-34,8100,758,3,south,2609018507
1005949,Sex Not Available,45-54,13740,767,2,south,1675935591
1005950,Sex Not Available,25-34,2400,735,2,south,9411754633
1005951,Male,45-54,,609,2,south,6052790621
1005952,Sex Not Available,25-34,5460,666,1,south,4815425451
1005953,Joint,65-74,,779,1,North,4597114338
1005954,Male,45-54,9720,581,2,south,7040261904
1005955,Male,25-34,2520,683,3,south,1953219829
1005956,Male,65-74,3720,612,3,North,7647882826
1005957,Male,>74,11280,677,1,North,4684653454
1005958,Female,35-44,3720,871,1,central,2010120482
1005959,Joint,45-54,4980,662,3,North,8808131177
1005960,Sex Not Available,55-64,,717,1,south,6025854598
1005961,Female,45-54,3360,746,3,North,2513489641
1005962,Male,<25,4320,666,2,south,6355196577
1005963,Male,55-64,5760,538,1,North,7810021897
1005964,Female,45-54,4560,515,2,North,8399634477
1005965,Joint,45-54,8700,665,2,North,7196849371
1005966,Female,55-64,5280,742,3,North,5499576994
1005967,Male,35-44,5040,525,3,North,1926312241
1005968,Female,55-64,5940,729,3,south,2572774188
1005969,Joint,>74,6240,820,3,North,1691285827
1005970,Sex Not Available,65-74,4080,810,3,North,2165250615
1005971,Sex Not Available,25-34,4560,833,3,south,3820028271
1005972,Male,25-34,7200,693,1,North,9126907135
1005973,Joint,65-74,4260,605,2,North,3405408715
1005974,Joint,35-44,8100,660,1,North,5727644320
1005975,Male,65-74,7020,722,2,North,5625976705
1005976,Male,>74,1740,763,1,North,1177949725
1005977,Female,35-44,7200,782,1,North-East,6596848298
1005978,Joint,55-64,3180,861,1,North,5742072384
1005979,Male,35-44,5220,668,2,North,8408471581
1005980,Joint,45-54,7860,581,2,south,9952685349
1005981,Female,35-44,7680,864,1,North,7228481768
1005982,Female,45-54,8520,817,1,North,9859027140
1005983,Male,45-54,12360,779,2,North,2976420176
1005984,Female,45-54,6240,541,3,North,5451740655
1005985,Female,35-44,3600,847,3,central,6558735832
1005986,Male,45-54,6540,629,2,south,3387435872
1005987,Joint,65-74,19800,694,3,central,5535120785
1005988,Female,65-74,6060,781,3,south,6538440934
1005989,Male,55-64,3420,553,3,North,8614620417
1005990,Sex Not Available,45-54,3900,599,3,south,1471858105
1005991,Male,65-74,,590,1,North,9842868728
1005992,Male,35-44,5700,778,2,south,9906962963
1005993,Joint,65-74,7920,556,2,central,2581114377
1005994,Sex Not Available,45-54,6240,763,2,south,2534595937
1005995,Sex Not Available,25-34,16800,627,3,south,3274658873
1005996,Male,55-64,6360,539,3,North,2991410580
1005997,Female,45-54,2760,672,2,North,7242726843
1005998,Joint,45-54,5940,522,1,North,9302549839
1005999,Sex Not Available,35-44,6300,527,2,North,1810951761
1006000,Female,55-64,5760,544,1,North,5309238205
1006001,Female,35-44,8100,682,3,North,8369090550
1006002,Joint,35-44,6300,864,2,central,5801418765
1006003,Male,45-54,3240,767,1,North,1596743496
1006004,Female,45-54,10560,895,1,North,1527067367
1006005,Joint,55-64,8520,879,3,North,3430946298
1006006,Male,35-44,4980,733,2,south,7355174124
1006007,Male,45-54,7320,500,2,North,7486338728
1006008,Female,55-64,9660,567,3,North,4630252666
1006009,Male,55-64,5400,791,3,south,5505744323
1006010,Joint,65-74,7740,598,1,central,9749355385
1006011,Sex Not Available,>74,3540,864,3,south,8423808278
1006012,Sex Not Available,35-44,1440,677,2,south,4572067415
1006013,Female,25-34,,500,1,North,1361873806
1006014,Joint,45-54,3780,603,1,North,7717253903
1006015,Sex Not Available,>74,3060,830,2,south,5487127246
1006016,Male,35-44,2220,583,2,central,4697588414
1006017,Male,65-74,6660,850,2,North,8358459115
1006018,Sex Not Available,65-74,4560,794,1,south,6834213010
1006019,Sex Not Available,25-34,6180,873,2,south,1244267491
